LECROYWR44Xi	13218	Waveform
Segments	1	SegmentSize	156
Segment	TrigTime	TimeSinceSegment1
#1	19-Jul-2010 14:59:27	0                 
Time	Ampl
0	-117.958
6.10352	-46.4784
12.207	-50.3904
18.3105	-55.202
24.4141	-54.9937
30.5176	-55.8834
36.6211	-58.1949
42.7246	-58.4718
48.8281	-56.5747
54.9316	-61.1338
61.0352	-58.0502
67.1387	-54.6922
73.2422	-56.2707
79.3457	-57.0355
85.4492	-55.6726
91.5527	-51.692
97.6563	-45.471
103.76	-47.302
109.863	-54.2608
115.967	-54.8
122.07	-57.6115
128.174	-58.4939
134.277	-57.3296
140.381	-57.5674
146.484	-58.1287
152.588	-58.7267
158.691	-58.2782
164.795	-61.1436
170.898	-59.5797
177.002	-59.2783
183.105	-59.9719
189.209	-59.842
195.313	-59.7244
201.416	-59.6631
207.52	-60.1092
213.623	-61.2073
219.727	-58.8567
225.83	-60.0136
231.934	-59.7219
238.037	-59.2121
244.141	-58.8567
250.244	-60.1263
256.348	-58.565
262.451	-58.8493
268.555	-59.3248
274.658	-59.5748
280.762	-61.222
286.865	-59.0454
292.969	-61.6068
299.072	-61.8912
305.176	-58.9523
311.279	-58.913
317.383	-61.2955
323.486	-58.8836
329.59	-59.2685
335.693	-60.0896
341.797	-59.3837
347.9	-61.2122
354.004	-58.5993
360.107	-59.1189
366.211	-60.0528
372.314	-60.3494
378.418	-58.3223
384.521	-62.0064
390.625	-58.8395
396.729	-58.136
402.832	-59.8052
408.936	-62.977
415.039	-58.6361
421.143	-60.9303
427.246	-59.82
433.35	-60.2538
439.453	-60.5357
445.557	-60.4793
451.66	-57.7757
457.764	-59.7562
463.867	-61.3495
469.971	-60.4303
476.074	-60.2783
482.178	-59.4131
488.281	-58.288
494.385	-60.521
500.488	-60.5332
506.592	-61.2686
512.695	-60.7391
518.799	-59.0478
524.902	-57.6017
531.006	-58.7243
537.109	-59.168
543.213	-62.9133
549.316	-59.7464
555.42	-60.0406
561.523	-60.2636
567.627	-59.0577
573.73	-59.6533
579.834	-61.6019
585.938	-60.0749
592.041	-60.3249
598.145	-58.0625
604.248	-58.2806
610.352	-59.7832
616.455	-59.6067
622.559	-60.57
628.662	-59.3003
634.766	-60.1313
640.869	-61.6926
646.973	-59.7562
653.076	-60.1729
659.18	-59.0969
665.283	-59.1336
671.387	-59.7023
677.49	-58.9351
683.594	-58.7022
689.697	-59.8935
695.801	-58.6042
701.904	-59.4743
708.008	-59.6288
714.111	-60.043
720.215	-59.891
726.318	-60.8641
732.422	-59.891
738.525	-58.94
744.629	-60.5308
750.732	-60.3862
756.836	-60.3984
762.939	-59.4327
769.043	-59.8322
775.146	-59.7219
781.25	-61.3127
787.354	-60.0994
793.457	-61.6289
799.561	-59.9254
805.664	-59.7905
811.768	-60.5136
817.871	-59.4131
823.975	-60.9254
830.078	-57.962
836.182	-58.6875
842.285	-58.7709
848.389	-60.2121
854.492	-58.386
860.596	-59.0797
866.699	-60.4303
872.803	-60.8519
878.906	-60.5528
885.01	-60.3053
891.113	-61.3029
897.217	-61.5725
903.32	-60.2219
909.424	-61.2147
915.527	-60.8078
921.631	-59.0111
927.734	-60.8004
933.838	-59.7562
939.941	-60.4499
946.045	-59.065
