LECROYWR44Xi	13218	Waveform
Segments	1	SegmentSize	156
Segment	TrigTime	TimeSinceSegment1
#1	19-Jul-2010 14:53:57	0                 
Time	Ampl
0	0
15.2588	7.47082
30.5176	7.24533
45.7764	8.93656
61.0352	9.01009
76.2939	12.7455
91.5527	14.6328
106.812	15.8534
122.07	12.873
137.329	11.3582
152.588	10.2552
167.847	7.38259
183.105	6.91198
198.364	7.00022
213.623	5.61782
228.882	5.23056
244.141	2.80401
259.399	3.91679
274.658	3.49521
289.917	1.64221
305.176	2.47557
320.435	2.23046
335.693	2.27458
350.952	2.57851
366.211	3.91679
381.47	2.30399
396.729	1.50495
411.987	0.465701
427.246	2.91186
442.505	1.98045
457.764	1.79908
473.022	0.951011
488.281	1.40691
503.54	0.303931
518.799	1.71084
534.058	0.882381
549.316	0.225497
564.575	2.71577
579.834	2.00987
595.093	0.431386
610.352	0.67159
625.61	1.59809
640.869	1.41181
656.128	1.11278
671.387	0.931402
686.646	1.54907
701.904	-0.720611
717.163	-0.176476
732.422	1.37749
747.681	1.31867
762.939	0.588254
778.198	0.426484
793.457	0.446093
808.716	0.651981
823.975	0.421582
839.233	-0.50982
854.492	-0.779436
869.751	0.372561
885.01	1.17161
900.269	-0.245106
915.527	-0.200987
930.786	1.23043
946.045	0.200987
961.304	0.318638
976.563	1.26475
991.821	-0.259812
1007.08	0.666688
1022.34	1.1471
1037.6	1.56378
1052.86	1.36279
1068.12	1.19612
1083.37	-1.04905
1098.63	0.730415
1113.89	1.29906
1129.15	0.490212
1144.41	0.142161
1159.67	0.411778
1174.93	0.367659
1190.19	0.877479
1205.44	1.1471
1220.7	-1.02944
1235.96	1.32357
1251.22	0.67159
1266.48	0.0735317
1281.74	1.1667
1297	0.245106
1312.26	0.813751
1327.51	-0.142161
1342.77	1.60299
1358.03	1.59809
1373.29	-0.637275
1388.55	2.41674
1403.81	0.911794
1419.07	-0.701003
1434.33	1.45103
1449.58	0.975521
1464.84	-0.122553
1480.1	0.333344
1495.36	-0.0539233
1510.62	3.08343
1525.88	0.269616
1541.14	0.156868
1556.4	-0.85787
1571.66	0.240204
1586.91	-0.519624
1602.17	-1.28926
1617.43	0.921598
1632.69	-0.975521
1647.95	-0.200987
1663.21	0.980423
1678.47	-0.784339
1693.73	0.0490212
1708.98	1.17161
1724.24	0.200987
1739.5	0.901989
1754.76	0.240204
1770.02	0.0980423
1785.28	1.60299
1800.54	-0.274518
1815.8	-0.0588254
1831.05	0.210791
1846.31	0.686296
1861.57	-0.44119
1876.83	-0.0882381
1892.09	0.813751
1907.35	0.818653
1922.61	1.75986
1937.87	-0.156868
1953.13	-0.230399
1968.38	2.35302
1983.64	0.85787
1998.9	1.57358
2014.16	0.612765
2029.42	-1.27945
2044.68	-0.230399
2059.94	0.41668
2075.2	2.06869
2090.45	1.53436
2105.71	0.6961
2120.97	0.598058
2136.23	-1.152
2151.49	-0.0931402
2166.75	0.6961
2182.01	0.818653
2197.27	0.137259
2212.52	-0.406876
2227.78	1.06376
2243.04	1.07847
2258.3	0.901989
2273.56	1.04415
2288.82	-0.147063
2304.08	1.49515
2319.34	-1.66672
2334.59	1.81378
2349.85	0.328442
2365.11	0.284323
