LECROYWR44Xi,13218,Waveform
Segments,1,SegmentSize,16385
Segment,TrigTime,TimeSinceSegment1
#1,15-Jul-2010 18:50:53,0                 
Time,Ampl
0,-97.9578
15.258789,-46.0429
30.517578,-51.9861
45.776367,-51.4139
61.035156,-60.3705
76.293945,-58.1086
91.552734,-54.7932
106.81152,-59.1573
122.07031,-47.013
137.3291,-53.1576
152.58789,-51.1143
167.84668,-55.8443
183.10547,-58.0325
198.36426,-55.5717
213.62305,-58.8257
228.88184,-59.538
244.14063,-55.1223
259.39941,-52.3938
274.6582,-53.3074
289.91699,-61.1908
305.17578,-56.306
320.43457,-59.6337
335.69336,-65.464
350.95215,-62.6889
366.21094,-66.7361
381.46973,-54.2136
396.72852,-71.891
411.9873,-74.73
427.24609,-55.8885
442.50488,-55.7461
457.76367,-55.8222
473.02246,-62.6397
488.28125,-63.0425
503.54004,-58.531
518.79883,-56.4018
534.05762,-50.0018
549.31641,-51.9075
564.5752,-61.0753
579.83398,-53.6537
595.09277,-64.2925
610.35156,-50.8613
625.61035,-53.1355
640.86914,-71.088
656.12793,-57.8041
671.38672,-60.2575
686.64551,-49.9404
701.9043,-69.2018
717.16309,-52.8187
732.42188,-53.8157
747.68066,-55.8345
762.93945,-57.1877
778.19824,-56.2078
793.45703,-51.2543
808.71582,-60.0021
823.97461,-60.8985
839.2334,-55.1616
854.49219,-55.2402
869.75098,-51.7749
885.00977,-68.5707
900.26855,-54.5132
915.52734,-61.4192
930.78613,-57.8409
946.04492,-67.3698
961.30371,-60.6038
976.5625,-58.7226
991.82129,-49.9993
1007.0801,-54.7686
1022.3389,-56.694
1037.5977,-59.3046
1052.8564,-55.8983
1068.1152,-68.5584
1083.374,-57.2392
1098.6328,-56.2446
1113.8916,-53.9189
1129.1504,-49.1299
1144.4092,-58.0669
1159.668,-52.6738
1174.9268,-64.7493
1190.1855,-55.1026
1205.4443,-57.7869
1220.7031,-56.2029
1235.9619,-52.4454
1251.2207,-57.6469
1266.4795,-50.9645
1281.7383,-57.1828
1296.9971,-59.6902
1312.2559,-53.6561
1327.5146,-52.492
1342.7734,-58.9977
1358.0322,-55.8148
1373.291,-64.2925
1388.5498,-78.4556
1403.8086,-57.3105
1419.0674,-57.6862
1434.3262,-51.7111
1449.585,-59.4913
1464.8438,-54.8939
1480.1025,-61.068
1495.3613,-49.3559
1510.6201,-60.9206
1525.8789,-52.6467
1541.1377,-54.5009
1556.3965,-62.9786
1571.6553,-53.6365
1586.9141,-62.9811
1602.1729,-61.5911
1617.4316,-66.6158
1632.6904,-51.7528
1647.9492,-59.6878
1663.208,-56.6155
1678.4668,-53.5923
1693.7256,-66.38
1708.9844,-50.8662
1724.2432,-53.4277
1739.502,-56.6351
1754.7607,-64.4006
1770.0195,-56.3281
1785.2783,-53.494
1800.5371,-55.3703
1815.7959,-55.4587
1831.0547,-62.8681
1846.3135,-62.0454
1861.5723,-60.5424
1876.8311,-52.0377
1892.0898,-64.3269
1907.3486,-59.0689
1922.6074,-56.0629
1937.8662,-59.2801
1953.125,-52.9464
1968.3838,-55.2352
1983.6426,-52.104
1998.9014,-61.2497
2014.1602,-62.7331
2029.4189,-52.9464
2044.6777,-63.4944
2059.9365,-58.6833
2075.1953,-61.817
2090.4541,-73.399
2105.7129,-53.521
2120.9717,-57.2884
2136.2305,-60.6627
2151.4893,-54.3634
2166.748,-52.7843
2182.0068,-62.0307
2197.2656,-61.6647
2212.5244,-53.1502
2227.7832,-52.0475
2243.042,-50.7926
2258.3008,-56.8193
2273.5596,-77.1393
2288.8184,-60.1421
2304.0771,-58.2167
2319.3359,-68.1188
2334.5947,-55.8541
2349.8535,-50.6919
2365.1123,-61.5862
2380.3711,-59.2801
2395.6299,-59.2973
2410.8887,-54.7613
2426.1475,-60.5547
2441.4063,-56.6646
2456.665,-56.7972
2471.9238,-61.93
2487.1826,-68.2048
2502.4414,-53.106
