LECROYWR44Xi	13218	Waveform
Segments	1	SegmentSize	156
Segment	TrigTime	TimeSinceSegment1
#1	19-Jul-2010 16:40:21	0                 
Time	Ampl
0	0
3.05176	1.44612
6.10352	3.10794
9.15527	-1.45593
12.207	2.35792
15.2588	-0.450995
18.3105	0.352952
21.3623	-1.37259
24.4141	-0.495114
27.4658	0.514722
30.5176	-0.0245106
33.5693	-0.235302
36.6211	0.289225
39.6729	0.627471
42.7246	-0.553939
45.7764	-1.41671
48.8281	-0.74022
51.8799	-2.25497
54.9316	-0.308833
57.9834	-1.06866
61.0352	3.19128
64.0869	2.5491
67.1387	3.50992
70.1904	1.10788
73.2422	0.627471
76.2939	-1.77947
79.3457	-0.916696
82.3975	0.102944
85.4492	3.59325
88.501	1.06866
91.5527	1.3873
94.6045	2.23046
97.6562	0.0931402
100.708	0.495114
103.76	0.524526
106.812	3.45109
109.863	1.32357
112.915	1.79908
115.967	1.70594
119.019	-1.43632
122.07	1.1471
125.122	-0.25491
128.174	1.27945
131.226	-1.50005
134.277	2.0932
137.329	1.8628
140.381	-0.0882381
143.433	-3.35305
146.484	-0.583352
149.536	-1.76966
152.588	1.52456
155.64	-0.568645
158.691	2.7697
161.743	-0.573548
164.795	0.867675
167.847	0.691198
170.898	1.00493
173.95	0.553939
177.002	-0.245106
180.054	1.10788
183.105	2.01967
186.157	0.00490212
189.209	-2.38733
192.261	0.245106
195.312	0.519624
198.364	0.83336
201.416	-1.28926
204.468	0.485309
207.52	0.397071
210.571	-0.85787
213.623	3.0001
216.675	-1.853
219.727	-0.102944
222.778	2.06869
225.83	-1.77947
228.882	-0.0392169
231.934	-0.308833
234.985	-1.27945
238.037	1.47554
241.089	-0.16177
244.141	-0.450995
247.192	0.76473
250.244	-0.750024
253.296	-2.99519
256.348	-0.401974
259.399	1.88731
262.451	-1.45593
265.503	2.47067
268.555	-1.76966
271.606	1.24024
274.658	-0.289225
277.71	-0.642177
280.762	1.1667
283.813	-1.96575
286.865	0.661786
289.917	-0.754926
292.969	-1.92163
296.021	-3.27952
299.072	1.152
302.124	0.102944
305.176	-2.69126
308.228	1.29416
311.279	1.11768
314.331	-1.42652
317.383	0.191183
320.435	-1.1569
323.486	-0.651981
326.538	-0.843164
329.59	0.887283
332.642	1.853
335.693	1.58829
338.745	1.45593
341.797	1.95594
344.849	0.245106
347.9	-0.196085
350.952	0.862772
354.004	-1.65692
357.056	-0.539233
360.107	-3.03931
363.159	0.41668
366.211	-1.26965
369.263	0.607862
372.314	-0.632373
375.366	-1.24514
378.418	-1.77457
381.47	0.0196085
384.521	3.42658
387.573	-2.57851
390.625	0.906891
393.677	-0.235302
396.729	-1.06376
399.78	0.985325
402.832	-3.37756
405.884	-2.35302
408.936	-0.519624
411.987	-2.7795
415.039	1.24024
418.091	-2.64714
421.143	-0.921598
424.194	-1.60299
427.246	0.196085
430.298	0.421582
433.35	1.72064
436.401	-0.196085
439.453	-1.26965
442.505	-0.318638
445.557	0.171574
448.608	-1.40691
451.66	-0.00490212
454.712	0.676492
457.764	-0.529429
460.815	-0.41668
463.867	-1.6324
466.919	-0.627471
469.971	0.0147063
473.022	-0.877479
