LECROYWR44Xi,13218,Waveform
Segments,1,SegmentSize,637
Segment,TrigTime,TimeSinceSegment1
#1,15-Jul-2010 15:41:38,0                 
Time,Ampl
0,-97.9578
1.52588,-67.8388
3.05176,-52.3471
4.57764,-57.3277
6.10352,-61.8293
7.62939,-68.0328
9.15527,-62.2689
10.6812,-58.7152
12.207,-57.5413
13.7329,-57.8606
15.2588,-58.1504
16.7847,-57.9588
18.3105,-61.6058
19.8364,-53.6733
21.3623,-57.033
22.8882,-56.7235
24.4141,-58.5998
25.9399,-53.9189
27.4658,-59.6779
28.9917,-53.7298
30.5176,-60.0611
32.0435,-60.3558
33.5693,-51.7847
35.0952,-63.2218
36.6211,-48.9482
38.147,-53.6979
39.6729,-53.3098
41.1987,-61.93
42.7246,-58.6023
44.2505,-59.5871
45.7764,-75.0665
47.3022,-64.1157
48.8281,-64.3294
50.354,-56.2913
51.8799,-74.9904
53.4058,-57.4431
54.9316,-57.7673
56.4575,-54.9528
57.9834,-58.6047
59.5093,-55.0658
61.0352,-69.9288
62.561,-51.0259
64.0869,-54.9258
65.6128,-60.2502
67.1387,-66.3751
68.6646,-59.1033
70.1904,-51.9714
71.7163,-61.4437
73.2422,-61.1932
74.7681,-55.083
76.2939,-54.1866
77.8198,-51.0578
79.3457,-58.062
80.8716,-57.1705
82.3975,-50.2817
83.9233,-56.026
85.4492,-66.0657
86.9751,-72.5443
88.501,-72.3282
90.0269,-58.7422
91.5527,-60.4344
93.0786,-67.7823
94.6045,-58.6023
96.1304,-54.7072
97.6562,-55.3138
99.1821,-61.8686
100.708,-60.6603
102.234,-55.665
103.76,-64.7739
105.286,-51.0234
106.812,-55.9548
108.337,-67.4508
109.863,-59.1033
111.389,-53.5505
112.915,-65.2651
114.441,-61.1859
115.967,-60.5277
117.493,-59.7099
119.019,-58.5777
120.544,-56.667
122.07,-57.2221
123.596,-52.7131
125.122,-57.254
126.648,-54.7416
128.174,-52.9218
129.7,-52.7745
131.226,-57.6887
132.751,-59.1205
134.277,-57.3989
135.803,-54.7441
137.329,-58.1086
138.855,-57.3596
140.381,-54.4788
141.907,-57.362
143.433,-57.8139
144.958,-70.2358
146.484,-64.2311
148.01,-56.8881
149.536,-66.0804
151.062,-53.8968
152.588,-60.2895
154.114,-61.5714
155.64,-57.2147
157.166,-51.8068
158.691,-61.9374
160.217,-55.1296
161.743,-54.9602
163.269,-59.4201
