LECROYWR44Xi,13218,Waveform
Segments,1,SegmentSize,637
Segment,TrigTime,TimeSinceSegment1
#1,15-Jul-2010 15:42:34,0                 
Time,Ampl
0,-117.958
0.762939,-51.6619
1.52588,-52.7499
2.28882,-69.2804
3.05176,-58.3419
3.8147,-53.8943
4.57764,-63.0818
5.34058,-62.8632
6.10352,-55.9892
6.86646,-60.2919
7.62939,-62.3401
8.39233,-66.2916
9.15527,-58.7177
9.91821,-69.1626
10.6812,-59.3906
11.4441,-58.2388
12.207,-56.7898
12.97,-56.4264
13.7329,-61.5837
14.4958,-59.3218
15.2588,-57.8802
16.0217,-61.8612
16.7847,-62.8829
17.5476,-65.6089
18.3105,-59.6534
19.0735,-62.3745
19.8364,-65.9994
20.5994,-61.3897
21.3623,-61.1441
22.1252,-61.3971
22.8882,-57.5978
23.6511,-69.8428
24.4141,-58.5851
25.177,-61.6819
25.9399,-66.3776
26.7029,-65.6605
27.4658,-63.9806
28.2288,-59.759
28.9917,-61.8367
29.7546,-59.1819
30.5176,-60.1347
31.2805,-74.8504
32.0435,-53.7298
32.8064,-64.1919
33.5693,-55.53
34.3323,-65.8913
35.0952,-61.5739
35.8582,-61.1048
36.6211,-66.1394
37.384,-74.0006
38.147,-52.2194
38.9099,-60.4294
39.6729,-56.0334
40.4358,-55.7461
41.1987,-73.8287
41.9617,-53.5063
42.7246,-63.3937
43.4875,-55.5864
44.2505,-73.0895
45.0134,-62.738
45.7764,-61.2546
46.5393,-61.9152
47.3022,-65.2061
48.0652,-63.9438
48.8281,-60.5252
49.5911,-56.1759
50.354,-57.8925
51.1169,-67.0652
51.8799,-63.7522
52.6428,-72.8169
53.4058,-55.0314
54.1687,-54.3953
54.9316,-58.4033
55.6946,-63.1285
56.4575,-57.227
57.2205,-62.3549
57.9834,-63.3986
58.7463,-58.811
59.5093,-53.8428
60.2722,-62.2517
61.0352,-61.6598
61.7981,-60.9525
62.561,-55.3556
63.324,-63.1285
64.0869,-63.9217
64.8499,-66.2523
65.6128,-60.6284
66.3757,-65.0416
67.1387,-58.2241
67.9016,-58.7545
68.6646,-58.7201
69.4275,-71.5693
70.1904,-57.836
70.9534,-56.473
71.7163,-59.0394
72.4792,-58.0448
73.2422,-66.8786
74.0051,-75.2016
74.7681,-62.8387
75.531,-58.8503
76.2939,-60.2281
77.0569,-53.2681
77.8198,-76.9109
78.5828,-69.1994
79.3457,-63.627
80.1086,-60.8126
80.8716,-55.8247
81.6345,-63.9831
82.3975,-56.6474
83.1604,-59.7885
83.9233,-62.3303
84.6863,-53.5039
85.4492,-63.7007
86.2122,-73.227
86.9751,-57.8385
87.738,-58.2437
88.501,-60.5915
89.2639,-69.0029
90.0269,-73.9147
90.7898,-56.0973
91.5527,-71.5816
92.3157,-53.5751
93.0786,-59.6804
93.8416,-57.7402
94.6045,-54.9209
95.3674,-67.7013
96.1304,-63.4453
96.8933,-58.7545
97.6562,-58.6268
98.4192,-58.5974
99.1821,-56.2274
99.9451,-56.5614
100.708,-55.4784
101.471,-62.2394
102.234,-55.5054
102.997,-64.882
103.76,-63.7621
104.523,-56.753
105.286,-53.9999
106.049,-56.5172
106.812,-54.108
107.574,-57.4161
108.337,-56.0334
109.1,-64.0273
109.863,-60.9354
110.626,-61.8907
111.389,-57.7304
112.152,-63.126
112.915,-59.7958
113.678,-60.4393
114.441,-55.3605
115.204,-63.8382
115.967,-65.9429
116.73,-67.7701
117.493,-58.1528
118.256,-59.1303
119.019,-55.9966
119.781,-57.8041
120.544,-58.3321
121.307,-66.6404
122.07,-60.4393
122.833,-55.2574
123.596,-61.4535
124.359,-61.3455
125.122,-59.5036
125.885,-58.8675
126.648,-55.2303
127.411,-61.7114
128.174,-54.9381
128.937,-54.4518
129.7,-53.1723
130.463,-59.312
131.226,-70.1646
131.989,-61.2325
132.751,-60.8445
133.514,-65.3658
134.277,-52.5632
135.04,-63.6982
135.803,-70.8178
136.566,-51.0283
137.329,-70.921
138.092,-58.5581
138.855,-58.7152
139.618,-66.0976
140.381,-62.2443
141.144,-67.4533
141.907,-61.7728
142.67,-66.1516
143.433,-57.4529
144.196,-61.0213
144.958,-57.9269
145.721,-60.5179
146.484,-66.3579
147.247,-59.5257
148.01,-56.7432
148.773,-68.5658
149.536,-60.3828
150.299,-60.1863
151.062,-65.4124
151.825,-62.3892
152.588,-57.7157
153.351,-79.8113
154.114,-59.1745
154.877,-60.0242
155.64,-61.2595
156.403,-59.0001
157.166,-62.0872
157.928,-61.9619
158.691,-59.2162
159.454,-59.6534
160.217,-54.1989
160.98,-57.1926
161.743,-58.924
162.506,-55.0633
163.269,-64.6216
164.032,-64.5529
164.795,-67.4312
165.558,-64.5529
166.321,-57.2392
167.084,-61.2669
167.847,-55.3187
168.61,-67.3305
169.373,-65.5254
170.135,-57.9171
170.898,-56.419
171.661,-61.9889
172.424,-69.8723
173.187,-56.9028
173.95,-58.1307
174.713,-73.8877
175.476,-60.1667
176.239,-67.3747
177.002,-66.385
177.765,-57.9097
178.528,-64.9655
179.291,-59.2973
180.054,-62.5685
180.817,-67.9272
181.58,-56.7923
182.343,-60.7389
183.105,-60.7855
183.868,-56.1366
184.631,-72.3773
185.394,-52.6222
186.157,-64.5087
186.92,-57.4824
187.683,-56.7407
188.446,-62.2591
189.209,-55.7436
189.972,-59.5895
190.735,-60.9108
191.498,-55.0511
192.261,-54.9528
193.024,-64.5897
193.787,-61.2988
194.55,-55.6135
195.312,-63.8136
196.075,-57.2098
196.838,-68.1409
197.601,-63.5681
198.364,-66.4193
199.127,-70.4887
199.89,-59.0787
200.653,-63.9217
201.416,-63.5656
202.179,-56.4583
202.942,-61.8588
203.705,-69.4695
204.468,-64.6044
205.231,-70.975
205.994,-60.5375
206.757,-66.3383
207.52,-55.9622
208.282,-74.7374
209.045,-60.7291
209.808,-69.9263
210.571,-60.9624
211.334,-61.9791
212.097,-56.6081
212.86,-57.2638
213.623,-57.2
214.386,-61.3529
215.149,-54.442
215.912,-60.6308
216.675,-59.0443
217.438,-56.3085
218.201,-66.0289
218.964,-58.2707
219.727,-56.5884
220.49,-75.9383
221.252,-58.1799
222.015,-62.1657
222.778,-52.2563
223.541,-60.1642
224.304,-74.5311
225.067,-61.9177
225.83,-54.2234
226.593,-59.5306
227.356,-61.6918
228.119,-72.3847
228.882,-64.9556
229.645,-53.1281
230.408,-56.9593
231.171,-56.4509
231.934,-63.9806
232.697,-59.1671
233.459,-58.7619
234.222,-58.5433
234.985,-65.2749
235.748,-61.6598
236.511,-66.8737
237.274,-49.3878
238.037,-57.6739
238.8,-55.8959
239.563,-70.4617
240.326,-60.4319
241.089,-55.0437
241.852,-78.5489
242.615,-54.0859
243.378,-54.4518
244.141,-61.7065
244.904,-59.2015
245.667,-54.6925
246.429,-71.1199
247.192,-69.2927
247.955,-57.1386
248.718,-61.6746
249.481,-60.508
250.244,-55.3286
251.007,-63.6466
251.77,-64.3981
252.533,-61.5199
253.296,-58.1676
254.059,-68.9121
254.822,-63.5263
255.585,-63.5239
256.348,-57.3449
257.111,-55.9425
257.874,-63.6147
258.636,-57.8164
259.399,-77.1417
260.162,-84.7378
260.925,-58.1381
261.688,-64.2754
262.451,-63.2734
263.214,-60.0905
263.977,-54.9651
264.74,-59.0247
265.503,-51.716
266.266,-64.0641
267.029,-58.3002
267.792,-60.5694
268.555,-53.6807
269.318,-58.9633
270.081,-66.6625
270.844,-58.4402
271.606,-63.8136
272.369,-56.0236
273.132,-52.3471
273.895,-62.0675
274.658,-59.8253
275.421,-58.3911
276.184,-56.527
276.947,-67.9494
277.71,-60.3263
278.473,-65.8913
279.236,-64.1747
279.999,-58.1921
280.762,-58.6784
281.525,-59.506
282.288,-61.2743
283.051,-59.7688
283.813,-63.2758
284.576,-70.781
285.339,-55.7362
286.102,-59.1352
286.865,-57.728
287.628,-53.7691
288.391,-65.27
289.154,-60.8003
289.917,-71.7928
290.68,-61.6623
291.443,-55.3409
292.206,-64.0494
292.969,-57.5536
293.732,-53.8452
294.495,-57.4676
295.258,-69.5187
296.021,-54.7416
296.783,-63.3986
297.546,-68.9268
298.309,-58.0767
299.072,-58.0006
299.835,-61.6869
300.598,-72.0433
301.361,-58.6784
302.124,-60.2305
302.887,-58.6023
303.65,-57.9146
304.413,-62.5832
305.176,-56.1562
305.939,-57.4922
306.702,-73.701
307.465,-62.4089
308.228,-58.0816
308.99,-57.4627
309.753,-58.0325
310.516,-62.4973
311.279,-61.3406
312.042,-60.7831
312.805,-68.05
313.568,-71.3802
314.331,-71.7265
315.094,-63.3077
315.857,-62.905
316.62,-56.699
317.383,-71.4269
318.146,-58.7644
318.909,-59.9972
319.672,-53.4253
320.435,-57.4578
321.198,-62.711
321.96,-65.0833
322.723,-55.4268
323.486,-52.2514
324.249,-62.9025
325.012,-66.714
325.775,-70.5108
326.538,-67.7381
327.301,-60.8519
328.064,-91.8058
328.827,-53.9901
329.59,-57.561
330.353,-57.1852
331.116,-80.4252
331.879,-59.0787
332.642,-60.2207
333.405,-61.1048
334.167,-57.1484
334.93,-60.3509
335.693,-56.6498
336.456,-64.85
337.219,-62.4113
337.982,-57.335
338.745,-54.2603
339.508,-56.1734
340.271,-58.8626
341.034,-69.0226
341.797,-56.0531
342.56,-66.4955
343.323,-64.5209
344.086,-69.8527
344.849,-56.3821
345.612,-70.059
346.375,-59.6804
347.137,-61.4388
347.9,-58.4967
348.663,-60.4294
349.426,-55.4121
350.189,-56.7309
350.952,-63.1825
351.715,-59.4913
352.478,-57.9809
353.241,-54.248
354.004,-54.4641
354.767,-66.4635
355.53,-60.5326
356.293,-60.4736
357.056,-63.4256
357.819,-62.9983
358.582,-53.6684
359.344,-71.1666
360.107,-61.5616
360.87,-61.9324
361.633,-74.3911
362.396,-55.4882
363.159,-59.8891
363.922,-66.385
364.685,-65.2405
365.448,-70.8424
366.211,-64.9777
