LECROYWR44Xi,13218,Waveform
Segments,1,SegmentSize,1522
Segment,TrigTime,TimeSinceSegment1
#1,15-Jul-2010 18:20:50,0                 
Time,Ampl
0,-117.958
15.25879,-60.0463
30.51758,-70.8964
45.77637,-56.8733
61.03516,-53.3418
76.29395,-59.5576
91.55273,-60.3705
106.8115,-57.7697
122.0703,-52.3791
137.3291,-57.2736
152.5879,-55.8787
167.8467,-58.3616
183.1055,-60.4761
198.3643,-57.6789
213.623,-53.7249
228.8818,-60.3312
244.1406,-52.0328
259.3994,-66.8639
274.6582,-62.3622
289.917,-59.1131
305.1758,-60.5645
320.4346,-68.8163
335.6934,-62.679
350.9521,-63.2193
366.2109,-60.0316
381.4697,-67.883
396.7285,-58.9977
411.9873,-54.1399
427.2461,-61.5002
442.5049,-59.4618
457.7637,-58.7422
473.0225,-58.1062
488.2813,-61.1416
503.54,-55.2991
518.7988,-61.3872
534.0576,-63.9217
549.3164,-58.4181
564.5752,-61.6942
579.834,-56.333
595.0928,-58.0767
610.3516,-63.5631
625.6104,-56.9838
640.8691,-59.6411
656.1279,-58.8184
671.3867,-64.7027
686.6455,-61.4192
701.9043,-59.285
717.1631,-57.1901
732.4219,-59.5232
747.6807,-60.3361
762.9395,-66.5667
778.1982,-52.6738
793.457,-58.8429
808.7158,-65.4321
823.9746,-52.799
839.2334,-64.2041
854.4922,-63.7694
869.751,-63.7179
885.0098,-59.6657
900.2686,-61.2915
915.5273,-64.8476
930.7861,-56.1316
946.0449,-64.4645
961.3037,-61.4585
976.5625,-56.3502
991.8213,-62.3008
1007.08,-56.6965
1022.339,-57.1238
1037.598,-58.5531
1052.856,-60.5154
1068.115,-59.8621
1083.374,-57.9367
1098.633,-55.2893
1113.892,-69.8895
1129.15,-63.4944
1144.409,-57.9072
1159.668,-58.3493
1174.927,-62.4334
1190.186,-65.6801
1205.444,-60.3803
1220.703,-71.0118
1235.962,-58.7545
1251.221,-55.4931
1266.479,-59.5772
1281.738,-76.6776
1296.997,-69.2952
1312.256,-62.0061
1327.515,-61.9742
1342.773,-64.0371
1358.032,-66.8025
1373.291,-61.9742
1388.55,-56.1415
1403.809,-64.155
1419.067,-56.1218
1434.326,-60.5326
1449.585,-54.5918
1464.844,-67.0947
1480.103,-63.7228
1495.361,-58.0939
1510.62,-58.5654
1525.879,-62.0847
1541.138,-64.2655
1556.396,-63.9708
1571.655,-58.1381
1586.914,-71.8223
1602.173,-59.5453
1617.432,-60.6505
1632.69,-53.526
1647.949,-67.5048
1663.208,-63.8628
1678.467,-55.9352
1693.726,-65.6899
1708.984,-56.9347
1724.243,-74.6367
1739.502,-57.0944
1754.761,-58.0423
1770.02,-59.3366
1785.278,-59.0885
1800.537,-63.4035
1815.796,-59.3955
1831.055,-60.7684
1846.313,-67.6939
1861.572,-57.0133
1876.831,-52.3938
1892.09,-57.5217
1907.349,-59.6165
1922.607,-58.5409
1937.866,-66.2523
1953.125,-50.5224
